person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER,OWN,RENT,EDUCATION,HOMEIMPROVEMENT,MEDICAL,PERSONAL,VENTURE,B,C,D,E,F,G,Y
75000,RENT,13.0,HOMEIMPROVEMENT,C,13.16,0,0.27,N,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
30996,RENT,0.0,HOMEIMPROVEMENT,D,15.99,1,0.05,Y,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
83000,RENT,3.0,EDUCATION,B,10.99,0,0.12,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
104800,MORTGAGE,6.0,VENTURE,A,6.03,0,0.13,N,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43200,MORTGAGE,11.0,VENTURE,C,12.87,0,0.14,N,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51600,RENT,2.0,VENTURE,C,13.57,1,0.27,Y,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
90000,MORTGAGE,8.0,EDUCATION,A,7.66,0,0.09,N,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33600,MORTGAGE,11.0,VENTURE,C,,0,0.15,N,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
61000,RENT,2.0,DEBTCONSOLIDATION,D,16.02,1,0.18,Y,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30000,RENT,0.0,DEBTCONSOLIDATION,D,,1,0.2,Y,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
54000,RENT,7.0,MEDICAL,A,7.88,0,0.15,N,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15600,RENT,0.0,MEDICAL,A,7.9,0,0.13,N,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
99000,RENT,3.0,PERSONAL,C,12.99,0,0.08,Y,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
43300,RENT,4.0,MEDICAL,A,7.29,0,0.18,N,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
67000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5.79,0,0.14,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67500,MORTGAGE,3.0,PERSONAL,A,7.88,0,0.04,N,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143000,RENT,7.0,VENTURE,E,16.45,1,0.06,Y,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
50000,RENT,4.0,DEBTCONSOLIDATION,C,12.73,0,0.1,N,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34000,RENT,0.0,MEDICAL,A,7.37,0,0.03,N,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31008,RENT,2.0,DEBTCONSOLIDATION,C,13.79,1,0.39,N,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62000,MORTGAGE,8.0,PERSONAL,A,6.03,0,0.09,N,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51996,MORTGAGE,0.0,PERSONAL,B,10.74,0,0.23,N,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
57500,RENT,5.0,EDUCATION,A,6.91,0,0.16,N,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19200,OWN,3.0,PERSONAL,A,8.9,1,0.42,N,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70000,RENT,0.0,HOMEIMPROVEMENT,A,7.9,0,0.19,N,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56950,RENT,6.0,MEDICAL,A,,1,0.49,N,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
62204,RENT,3.0,VENTURE,D,14.11,0,0.19,Y,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
25000,RENT,1.0,EDUCATION,B,10.59,0,0.08,N,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
19200,RENT,0.0,PERSONAL,B,9.88,1,0.31,N,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
60000,MORTGAGE,7.0,PERSONAL,C,14.26,0,0.03,Y,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
73000,MORTGAGE,7.0,PERSONAL,A,,0,0.28,N,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45691,MORTGAGE,5.0,VENTURE,A,7.14,0,0.15,N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24000,RENT,4.0,DEBTCONSOLIDATION,A,7.51,0,0.21,N,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000,RENT,5.0,MEDICAL,B,11.49,1,0.36,N,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
35500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7.88,0,0.11,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,MORTGAGE,7.0,MEDICAL,B,11.86,0,0.06,N,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
100000,RENT,0.0,PERSONAL,A,5.42,0,0.06,N,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
40000,RENT,2.0,EDUCATION,B,9.91,1,0.44,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
84996,RENT,1.0,MEDICAL,A,6.03,0,0.07,N,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39600,RENT,2.0,MEDICAL,B,10.99,0,0.3,N,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
91000,MORTGAGE,6.0,PERSONAL,B,9.88,0,0.16,N,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
29120,RENT,6.0,MEDICAL,C,13.11,0,0.25,N,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
38000,RENT,5.0,MEDICAL,A,7.49,0,0.08,N,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
100000,RENT,3.0,DEBTCONSOLIDATION,A,7.9,0,0.03,N,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74004,MORTGAGE,8.0,DEBTCONSOLIDATION,D,15.21,1,0.11,N,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65000,MORTGAGE,6.0,VENTURE,A,7.49,0,0.18,N,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68000,MORTGAGE,14.0,EDUCATION,A,8.9,0,0.29,N,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118000,MORTGAGE,3.0,PERSONAL,A,6.17,0,0.08,N,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50000,RENT,2.0,DEBTCONSOLIDATION,A,8.32,0,0.11,N,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75000,RENT,1.0,VENTURE,B,,0,0.21,N,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
35000,MORTGAGE,5.0,MEDICAL,A,7.9,0,0.14,N,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78000,MORTGAGE,5.0,PERSONAL,B,10.59,1,0.09,N,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
90000,MORTGAGE,9.0,EDUCATION,A,6.54,0,0.22,N,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000,RENT,4.0,DEBTCONSOLIDATION,C,15.27,0,0.26,Y,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100000,MORTGAGE,7.0,VENTURE,B,10.59,0,0.1,N,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
38112,RENT,2.0,PERSONAL,A,7.68,0,0.18,N,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
35000,MORTGAGE,13.0,PERSONAL,B,10.38,0,0.04,N,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19200,MORTGAGE,3.0,MEDICAL,D,15.33,1,0.26,N,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33000,MORTGAGE,5.0,VENTURE,B,11.36,0,0.13,N,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
62050,MORTGAGE,13.0,MEDICAL,E,17.99,1,0.05,N,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31200,RENT,3.0,EDUCATION,C,13.99,1,0.32,N,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
30000,RENT,0.0,MEDICAL,B,11.83,1,0.4,N,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,12.73,0,0.18,Y,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
89004,MORTGAGE,4.0,PERSONAL,A,7.51,0,0.11,N,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55000,MORTGAGE,2.0,VENTURE,A,8.0,0,0.11,N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,12.18,0,0.21,N,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
72000,RENT,6.0,PERSONAL,B,10.0,0,0.2,N,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
96000,MORTGAGE,10.0,VENTURE,A,7.29,0,0.08,N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45000,RENT,0.0,EDUCATION,B,11.36,0,0.12,N,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
62400,MORTGAGE,5.0,VENTURE,D,14.61,0,0.16,Y,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
40000,RENT,8.0,MEDICAL,B,10.37,0,0.3,N,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
52000,OWN,8.0,EDUCATION,B,10.62,0,0.08,N,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
62000,MORTGAGE,1.0,VENTURE,A,6.03,0,0.24,N,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53408,MORTGAGE,8.0,VENTURE,B,10.99,0,0.03,N,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42000,RENT,1.0,PERSONAL,A,,0,0.12,N,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,11.48,0,0.28,N,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000,MORTGAGE,2.0,EDUCATION,A,9.63,0,0.02,N,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62050,RENT,8.0,MEDICAL,D,15.33,1,0.34,Y,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
80000,OWN,8.0,MEDICAL,B,9.51,0,0.25,N,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
72194,RENT,8.0,PERSONAL,B,8.88,0,0.24,N,15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
31513,RENT,11.0,HOMEIMPROVEMENT,A,6.62,1,0.16,N,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
129996,MORTGAGE,2.0,VENTURE,B,11.11,0,0.23,N,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
36000,MORTGAGE,0.0,MEDICAL,A,7.51,0,0.13,N,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81204,MORTGAGE,6.0,EDUCATION,A,7.88,0,0.04,N,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175000,RENT,1.0,PERSONAL,B,11.48,0,0.11,N,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
46000,MORTGAGE,5.0,EDUCATION,C,13.49,1,0.17,Y,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26000,RENT,1.0,PERSONAL,D,15.31,1,0.38,N,14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
36000,RENT,2.0,MEDICAL,A,8.49,0,0.17,N,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4800,RENT,0.0,MEDICAL,C,14.26,1,0.25,Y,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
66000,MORTGAGE,8.0,EDUCATION,B,9.99,0,0.13,N,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93000,RENT,1.0,MEDICAL,A,,0,0.09,N,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65000,MORTGAGE,6.0,EDUCATION,C,15.27,0,0.36,Y,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38000,RENT,0.0,MEDICAL,B,11.58,0,0.13,N,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
72000,MORTGAGE,2.0,MEDICAL,A,8.9,0,0.29,N,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000,RENT,3.0,DEBTCONSOLIDATION,D,15.62,1,0.23,N,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100800,MORTGAGE,4.0,EDUCATION,B,11.49,0,0.21,N,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62065,RENT,7.0,PERSONAL,B,11.12,1,0.1,N,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
60000,MORTGAGE,5.0,PERSONAL,A,6.91,0,0.1,N,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5.79,0,0.09,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22992,RENT,1.0,HOMEIMPROVEMENT,C,13.06,1,0.22,Y,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
31200,RENT,3.0,DEBTCONSOLIDATION,A,6.39,0,0.12,N,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42996,RENT,3.0,PERSONAL,B,11.11,0,0.19,N,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
11340,RENT,4.0,EDUCATION,C,,1,0.17,N,11,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
153660,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7.9,0,0.16,N,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39000,RENT,7.0,MEDICAL,D,15.28,1,0.38,N,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
102000,OWN,5.0,PERSONAL,A,8.9,0,0.23,N,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83000,RENT,5.0,PERSONAL,D,12.92,0,0.3,Y,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
50000,RENT,1.0,VENTURE,B,,0,0.24,N,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30000,RENT,4.0,EDUCATION,B,11.86,0,0.17,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
41808,RENT,5.0,EDUCATION,E,17.19,0,0.26,Y,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
64000,MORTGAGE,3.0,PERSONAL,A,8.49,0,0.15,N,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72000,MORTGAGE,1.0,VENTURE,A,5.42,0,0.17,N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18600,RENT,4.0,MEDICAL,D,,1,0.27,Y,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
30000,RENT,0.0,HOMEIMPROVEMENT,D,14.61,1,0.05,Y,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
67000,RENT,9.0,MEDICAL,C,13.92,0,0.15,N,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
39000,RENT,4.0,EDUCATION,D,16.07,0,0.05,N,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18000,RENT,0.0,PERSONAL,B,10.25,1,0.44,N,10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67202,RENT,4.0,DEBTCONSOLIDATION,A,,0,0.15,N,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21600,MORTGAGE,6.0,VENTURE,C,,0,0.06,N,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
77250,OWN,4.0,VENTURE,A,8.59,0,0.04,N,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25200,RENT,9.0,MEDICAL,A,6.17,0,0.19,N,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40000,RENT,2.0,EDUCATION,B,9.99,0,0.1,N,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
158367,MORTGAGE,5.0,MEDICAL,A,6.62,0,0.08,N,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000,RENT,7.0,DEBTCONSOLIDATION,D,16.77,1,0.38,Y,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
57600,RENT,5.0,MEDICAL,C,13.85,0,0.13,N,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
74706,RENT,4.0,DEBTCONSOLIDATION,B,11.58,0,0.16,N,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
62900,MORTGAGE,6.0,MEDICAL,E,16.35,1,0.16,Y,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
45000,MORTGAGE,4.0,PERSONAL,A,8.9,0,0.24,N,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,11.26,0,0.08,N,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120000,RENT,9.0,PERSONAL,C,14.22,0,0.04,N,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
35000,RENT,12.0,PERSONAL,D,16.29,0,0.29,N,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
62000,MORTGAGE,6.0,VENTURE,A,7.51,0,0.19,N,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71000,RENT,5.0,MEDICAL,C,14.65,0,0.04,N,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
24000,OWN,3.0,EDUCATION,B,10.59,0,0.1,N,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
30000,RENT,3.0,PERSONAL,A,6.03,1,0.49,N,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60353,RENT,13.0,PERSONAL,B,10.65,0,0.14,N,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
44000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12.98,1,0.1,N,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24996,RENT,0.0,EDUCATION,C,12.53,1,0.43,N,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
50000,MORTGAGE,2.0,EDUCATION,D,15.58,0,0.5,Y,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
38000,RENT,0.0,MEDICAL,B,11.36,0,0.13,N,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
31000,RENT,5.0,DEBTCONSOLIDATION,D,16.77,1,0.31,N,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47004,RENT,2.0,PERSONAL,A,,0,0.09,N,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12000,RENT,3.0,EDUCATION,B,10.59,1,0.13,N,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
83100,RENT,5.0,PERSONAL,E,16.35,0,0.06,Y,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
50004,RENT,5.0,EDUCATION,A,7.88,0,0.08,N,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9.63,0,0.5,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38000,MORTGAGE,2.0,MEDICAL,B,11.36,0,0.05,N,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,11.14,1,0.24,N,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17000,RENT,3.0,MEDICAL,A,8.9,1,0.34,N,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42000,RENT,5.0,MEDICAL,B,12.42,0,0.11,N,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
30000,OWN,6.0,VENTURE,B,11.36,0,0.08,N,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
50000,RENT,1.0,DEBTCONSOLIDATION,A,7.9,1,0.5,N,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50000,MORTGAGE,7.0,PERSONAL,D,15.99,0,0.12,Y,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35000,RENT,2.0,VENTURE,B,10.99,1,0.43,N,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
43000,RENT,0.0,VENTURE,B,9.62,0,0.12,N,9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
145000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10.99,0,0.05,N,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
127500,MORTGAGE,2.0,MEDICAL,A,7.49,0,0.12,N,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60000,MORTGAGE,2.0,EDUCATION,D,14.83,0,0.25,N,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10080,OWN,11.0,VENTURE,A,6.03,1,0.71,N,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,,0,0.18,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49788,RENT,1.0,DEBTCONSOLIDATION,A,9.32,0,0.03,N,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70000,RENT,3.0,PERSONAL,C,14.26,0,0.11,N,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
60000,MORTGAGE,3.0,EDUCATION,A,5.42,0,0.07,N,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15996,RENT,3.0,MEDICAL,D,15.37,1,0.3,Y,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
60000,RENT,4.0,VENTURE,B,11.14,0,0.13,N,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
35000,RENT,6.0,PERSONAL,A,5.79,0,0.29,N,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20400,OWN,0.0,DEBTCONSOLIDATION,D,,0,0.19,Y,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6.76,0,0.03,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,OWN,4.0,VENTURE,A,7.49,0,0.36,N,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
97781,MORTGAGE,7.0,VENTURE,A,6.54,0,0.15,N,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26000,RENT,2.0,PERSONAL,B,12.18,0,0.29,N,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
36000,OWN,5.0,EDUCATION,C,13.85,0,0.24,N,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
175000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,,0,0.14,N,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7.9,0,0.17,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,RENT,2.0,DEBTCONSOLIDATION,C,,0,0.25,Y,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
135000,MORTGAGE,0.0,MEDICAL,A,5.42,0,0.11,N,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60000,RENT,9.0,VENTURE,D,16.32,0,0.25,N,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
55000,MORTGAGE,5.0,PERSONAL,A,6.54,0,0.27,N,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30000,RENT,6.0,MEDICAL,E,17.43,1,0.17,N,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
45000,RENT,1.0,DEBTCONSOLIDATION,B,11.99,1,0.39,N,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38400,RENT,4.0,VENTURE,B,11.49,0,0.09,N,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
85000,RENT,1.0,PERSONAL,B,11.99,1,0.41,N,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
96000,RENT,2.0,HOMEIMPROVEMENT,A,6.54,0,0.02,N,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
114000,RENT,17.0,HOMEIMPROVEMENT,B,10.37,0,0.05,N,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
65000,MORTGAGE,1.0,PERSONAL,D,15.65,0,0.38,Y,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
63000,RENT,3.0,MEDICAL,A,7.29,0,0.14,N,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13.49,0,0.25,Y,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
78000,RENT,5.0,HOMEIMPROVEMENT,B,11.48,0,0.26,N,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
72000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5.42,0,0.21,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,RENT,0.0,DEBTCONSOLIDATION,C,13.16,0,0.12,Y,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7.74,0,0.08,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36000,RENT,4.0,DEBTCONSOLIDATION,B,,0,0.14,N,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
170000,MORTGAGE,3.0,MEDICAL,B,,0,0.02,N,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
60000,RENT,3.0,DEBTCONSOLIDATION,A,7.14,0,0.05,N,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6.62,0,0.16,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,RENT,1.0,DEBTCONSOLIDATION,B,11.89,0,0.16,N,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
79050,MORTGAGE,10.0,MEDICAL,F,18.62,1,0.26,Y,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9600,RENT,0.0,VENTURE,A,7.29,1,0.16,N,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52000,RENT,6.0,MEDICAL,E,17.99,1,0.09,N,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
23000,RENT,1.0,DEBTCONSOLIDATION,B,10.74,1,0.39,N,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
110000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7.49,0,0.25,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30892,RENT,3.0,MEDICAL,B,10.59,1,0.1,N,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
78000,MORTGAGE,10.0,EDUCATION,B,9.91,1,0.18,N,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120000,MORTGAGE,0.0,VENTURE,B,11.14,0,0.17,N,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
109000,MORTGAGE,10.0,PERSONAL,A,7.68,0,0.06,N,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13200,OWN,0.0,VENTURE,C,12.98,1,0.34,N,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
